,College_Name,One_Year_Fee,Enterance_Exam,Rating,Review_Counts,Approved_By,Place,More_Details
120,MKSSS's Cummins College of Engineering for Women,"₹ 207,265",JEE MAIN, 8.3 ,(53 Reviews),"['AICTE, NBA']","Pune,Maharashtra",https://collegedunia.com/college/13284-mkssss-cummins-college-of-engineering-for-women-pune
121,Dwarkadas J Sanghvi College of Engineering - [DJSCE],"₹ 194,000",JEE MAIN, 8.2 ,(71 Reviews),['AICTE'],"Mumbai,Maharashtra",https://collegedunia.com/college/13419-dwarkadas-j-sanghvi-college-of-engineering-djsce-mumbai
122,Sagi Ramakrishnam Raju Engineering College - [SRKR ],"₹ 70,000",AP EAPCET, 8.2 ,(210 Reviews),"['AICTE, UGC']","Bhimavaram,AndhraPradesh",https://collegedunia.com/college/14851-sagi-ramakrishnam-raju-engineering-college-srkr-bhimavaram
123,Sri Sairam Institute of Technology - [SSIT],"₹ 202,000",TNEA, 8.2 ,(47 Reviews),['AICTE'],"Chennai,TamilNadu",https://collegedunia.com/college/15257-sri-sairam-institute-of-technology-ssit-chennai
124,Dr. M.G.R. Educational and Research Institute,"₹ 80,000",JEE MAIN, 8.2 ,(47 Reviews),['AICTE'],"Chennai,TamilNadu",https://collegedunia.com/college/15257-sri-sairam-institute-of-technology-ssit-chennai
125,Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College,"₹ 55,000",JEE MAIN, 6.9 ,(47 Reviews),['AICTE'],"Chennai,TamilNadu",https://collegedunia.com/college/15257-sri-sairam-institute-of-technology-ssit-chennai
126,Thakur College of Engineering and Technology - [TCET],"₹ 158,176",JEE MAIN, 8 ,(168 Reviews),"['AICTE, NBA']","Mumbai,Maharashtra",https://collegedunia.com/college/54796-thakur-college-of-engineering-and-technology-tcet-mumbai
127,Easwari Engineering College - [EEC],"₹ 55,000",TNEA, 7.9 ,(78 Reviews),"['AICTE, NBA']","Chennai,TamilNadu",https://collegedunia.com/college/13432-easwari-engineering-college-eec-chennai
128,Gayatri Vidya Parishad College of Engineering,"₹ 69,000",AP EAPCET, 7.9 ,(399 Reviews),['AICTE'],"Visakhapatnam,AndhraPradesh",https://collegedunia.com/college/13545-gayatri-vidya-parishad-college-of-engineering-visakhapatnam
129,Dr. B R Ambedkar Institute of Technology,"₹ 12,083",JEE MAIN, 7.9 ,(399 Reviews),['AICTE'],"Visakhapatnam,AndhraPradesh",https://collegedunia.com/college/13545-gayatri-vidya-parishad-college-of-engineering-visakhapatnam
130,Manipal University - [MUJ],"₹ 334,000",MET, 8.1 ,(243 Reviews),"['AICTE, COA, BCI, UGC']","Jaipur,Rajasthan",https://collegedunia.com/university/25829-manipal-university-muj-jaipur
131,The LNM Institute of Information Technology - [LNMIIT],"₹ 374,800",JEE MAIN, 8 ,(231 Reviews),['AICTE'],"Jaipur,Rajasthan",https://collegedunia.com/university/25850-the-lnm-institute-of-information-technology-lnmiit-jaipur
132,SRM Institute of Science and Technology - [SRMIST],"₹ 250,000",SRMJEEE, 8.1 ,(1734 Reviews),['UGC'],"Chennai,TamilNadu",https://collegedunia.com/university/25896-srm-institute-of-science-and-technology-srmist-chennai
133,Christ University,"₹ 170,000",JEE MAIN, 8.3 ,(490 Reviews),['UGC'],"Bangalore,Karnataka",https://collegedunia.com/university/25598-christ-university-bangalore
134,Manipal Academy of Higher Education - [MAHE],"₹ 335,000",MET, 8.3 ,(871 Reviews),"['DCI, AICTE, PCI, INC, MCI']","Manipal,Karnataka",https://collegedunia.com/university/25617-manipal-academy-of-higher-education-mahe-manipal
135,SVKM's Narsee Monjee Institute of Management Studies - [NMIMS University],"₹ 275,000",JEE MAIN, 8.3 ,(871 Reviews),"['DCI, AICTE, PCI, INC, MCI']","Manipal,Karnataka",https://collegedunia.com/university/25617-manipal-academy-of-higher-education-mahe-manipal
136,Sharda University - [SU],"₹ 200,000",SUAT, 8.1 ,(511 Reviews),"['NCTE, DCI, COA, INC, MCI']","GreaterNoida,UttarPradesh",https://collegedunia.com/university/25972-sharda-university-su-greater-noida
137,KR Mangalam University,"₹ 175,000",JEE MAIN, 8.2 ,(43 Reviews),"['NCTE, COA, PCI, BCI, UGC']","Gurgaon,Haryana",https://collegedunia.com/university/25462-kr-mangalam-university-gurgaon
138,Jain University - [JU],"₹ 210,000",JEE MAIN, 8.2 ,(43 Reviews),"['NCTE, COA, PCI, BCI, UGC']","Gurgaon,Haryana",https://collegedunia.com/university/25462-kr-mangalam-university-gurgaon
139,Galgotias University - [GU],"₹ 159,000",JEE MAIN, 7.5 ,(755 Reviews),"['NCTE, AICTE, COA, PCI, INC']","GreaterNoida,UttarPradesh",https://collegedunia.com/university/25940-galgotias-university-gu-greater-noida
140,Nirma University - [NU],"₹ 197,200",JEE MAIN, 8.3 ,(406 Reviews),"['UGC, NBA, AIU']","Ahmedabad,Gujarat",https://collegedunia.com/university/25503-nirma-university-nu-ahmedabad
141,REVA University,"₹ 225,000",REVA EET, 8.5 ,(353 Reviews),"['AICTE, COA, BCI, UGC']","Bangalore,Karnataka",https://collegedunia.com/university/54859-reva-university-bangalore
142,Bennett University,"₹ 425,000",JEE MAIN, 8.8 ,(120 Reviews),"['BCI, UGC']","GreaterNoida,UttarPradesh",https://collegedunia.com/university/55776-bennett-university-greater-noida
143,Chitkara University - [CU],"₹ 164,000",JEE MAIN, 8.8 ,(120 Reviews),"['BCI, UGC']","GreaterNoida,UttarPradesh",https://collegedunia.com/university/55776-bennett-university-greater-noida
144,Singhania University,"₹ 42,000",JEE MAIN, 8.8 ,(120 Reviews),"['BCI, UGC']","GreaterNoida,UttarPradesh",https://collegedunia.com/university/55776-bennett-university-greater-noida
145,Shiv Nadar University - [SNU],"₹ 200,000",JEE MAIN, 8.8 ,(120 Reviews),"['BCI, UGC']","GreaterNoida,UttarPradesh",https://collegedunia.com/university/55776-bennett-university-greater-noida
146,K L University - [KLH],"₹ 265,000",JEE MAIN, 8 ,(35 Reviews),"['AICTE, UGC']","Hyderabad,Telangana",https://collegedunia.com/university/59410-k-l-university-klh-hyderabad
147,Jaipur National University - [JNU],"₹ 114,000",JEE MAIN, 8 ,(193 Reviews),"['NCTE, AICTE, PCI, MCI, BCI']","Jaipur,Rajasthan",https://collegedunia.com/university/25819-jaipur-national-university-jnu-jaipur
148,Integral University,"₹ 140,000",IUET, 7.8 ,(176 Reviews),"['NCTE, COA, PCI, MCI, IAP']","Lucknow,UttarPradesh",https://collegedunia.com/university/25950-integral-university-lucknow
149,Vellore Institute of Technology - [VIT],"₹ 198,000",VITEEE, 7.9 ,(297 Reviews),"['UGC, MHRD']","Chennai,TamilNadu",https://collegedunia.com/university/56865-vellore-institute-of-technology-vit-chennai
150,Manav Rachna International Institute of Research and Studies - [MRIIRS],"₹ 181,500",JEE MAIN, 7.9 ,(297 Reviews),"['UGC, MHRD']","Chennai,TamilNadu",https://collegedunia.com/university/56865-vellore-institute-of-technology-vit-chennai
151,Alliance University,"₹ 800,000",JEE MAIN, 7.8 ,(237 Reviews),"['AICTE, UGC']","Bangalore,Karnataka",https://collegedunia.com/university/25591-alliance-university-bangalore
152,Amity University,"₹ 179,000",AMITY JEE, 8.2 ,(118 Reviews),['UGC'],"Kolkata,WestBengal",https://collegedunia.com/university/56556-amity-university-kolkata
153,Pandit Deendayal Energy University - [PDEU],"₹ 253,000",JEE MAIN, 8.1 ,(137 Reviews),"['AICTE, UGC']","Gandhinagar,Gujarat",https://collegedunia.com/university/25504-pandit-deendayal-energy-university-pdeu-gandhinagar
154,Pandit Deendayal Petroleum University,"₹ 253,000",JEE MAIN, 8.6 ,(39 Reviews),['UGC'],"Gandhinagar,Gujarat",https://collegedunia.com/college/28749-pandit-deendayal-petroleum-university-school-of-technology-pdpu-sot-gandhinagar
155,VIT Bhopal University,"₹ 201,000",VITEEE, 8 ,(177 Reviews),"['AICTE, UGC, MHRD']","Bhopal,MadhyaPradesh",https://collegedunia.com/university/59253-vit-bhopal-university-bhopal
156,J.S. University - [JSU],"₹ 46,700",JEE MAIN, 8 ,(177 Reviews),"['AICTE, UGC, MHRD']","Bhopal,MadhyaPradesh",https://collegedunia.com/university/59253-vit-bhopal-university-bhopal
157,DIT University - [DIT],"₹ 200,000",JEE MAIN, 8 ,(177 Reviews),"['AICTE, UGC, MHRD']","Bhopal,MadhyaPradesh",https://collegedunia.com/university/59253-vit-bhopal-university-bhopal
158,Bharath University - Bharath Institute of Higher Education and Research - [BIHER],"₹ 150,000",BEEE, 7.5 ,(597 Reviews),['AICTE'],"Chennai,TamilNadu",https://collegedunia.com/university/25871-bharath-university-bharath-institute-of-higher-education-and-research-biher-chennai
159,GLA University,"₹ 166,000",GLAET, 8.4 ,(618 Reviews),"['NCTE, AICTE, PCI, BCI, UGC']","Mathura,UttarPradesh",https://collegedunia.com/university/25939-gla-university-mathura
160,Vels Institute of Science,"₹ 287,250",JEE MAIN, 8.4 ,(618 Reviews),"['NCTE, AICTE, PCI, BCI, UGC']","Mathura,UttarPradesh",https://collegedunia.com/university/25939-gla-university-mathura
161,Amity University,"₹ 222,000",AMITY JEE, 8.5 ,(51 Reviews),"['AICTE, COA, UGC, AIU']","Mumbai,Maharashtra",https://collegedunia.com/university/56517-amity-university-mumbai
162,Techno India University,"₹ 89,200",JEE MAIN, 7.4 ,(888 Reviews),"['AICTE, NBA']","Kolkata,WestBengal",https://collegedunia.com/university/15439-techno-india-university-kolkata
163,Vishwakarma Institute of Technology,"₹ 184,349",JEE MAIN, 7.8 ,(394 Reviews),"['AICTE, BCI, NBA, MHRD']","Pune,Maharashtra",https://collegedunia.com/college/24615-vishwakarma-institute-of-technology-pune
164,JECRC University - [JU],"₹ 185,000",JEE MAIN, 8.1 ,(813 Reviews),"['AICTE, UGC, NBA']","Jaipur,Rajasthan",https://collegedunia.com/university/25820-jecrc-university-ju-jaipur
165,NIMS University,"₹ 100,000",JEE MAIN, 8.1 ,(813 Reviews),"['AICTE, UGC, NBA']","Jaipur,Rajasthan",https://collegedunia.com/university/25820-jecrc-university-ju-jaipur
166,Birla Institute of Technology and Science - [BITS],"₹ 423,475",BITSAT, 9 ,(158 Reviews),"['AICTE, UGC']","Hyderabad,Telangana",https://collegedunia.com/university/28467-birla-institute-of-technology-and-science-bits-hyderabad
167,SunRise University - [SRU],"₹ 62,200",JEE MAIN, 9 ,(158 Reviews),"['AICTE, UGC']","Hyderabad,Telangana",https://collegedunia.com/university/28467-birla-institute-of-technology-and-science-bits-hyderabad
168,PDM University,"₹ 100,200",JEE MAIN, 9 ,(158 Reviews),"['AICTE, UGC']","Hyderabad,Telangana",https://collegedunia.com/university/28467-birla-institute-of-technology-and-science-bits-hyderabad
169,CEPT University,"₹ 320,000",JEE MAIN, 8.2 ,(27 Reviews),['UGC'],"Ahmedabad,Gujarat",https://collegedunia.com/university/25481-cept-university-ahmedabad
170,Birla Institute of Technology and Science - [BITS],"₹ 399,475",BITSAT, 8.6 ,(95 Reviews),['UGC'],"SouthGoa,Goa",https://collegedunia.com/university/13090-birla-institute-of-technology-and-science-bits-south-goa
171,Mahatma Gandhi Institute of Technology - [MGIT],"₹ 145,976",TS EAMCET, 7.9 ,(153 Reviews),"['AICTE, NBA']","Hyderabad,Telangana",https://collegedunia.com/college/14215-mahatma-gandhi-institute-of-technology-mgit-hyderabad
172,Prasad V. Potluri Siddhartha Institute of Technology - [PVPSIT],"₹ 70,000",AP EAPCET, 8 ,(109 Reviews),"['AICTE, NBA']","Vijayawada,AndhraPradesh",https://collegedunia.com/college/14587-prasad-v-potluri-siddhartha-institute-of-technology-pvpsit-vijayawada
173,Ganpat University - [GUNI],"₹ 108,000",GUJCET, 8.7 ,(145 Reviews),"['AICTE, COA, PCI, BCI, UGC']","Mehsana,Gujarat",https://collegedunia.com/university/25486-ganpat-university-guni-mehsana
174,RKDF University,"₹ 55,000",JEE MAIN, 8.7 ,(145 Reviews),"['AICTE, COA, PCI, BCI, UGC']","Mehsana,Gujarat",https://collegedunia.com/university/25486-ganpat-university-guni-mehsana
175,Centurion University of Technology and Management - [CUTM],"₹ 141,750",CUEE, 7.8 ,(131 Reviews),"['AICTE, ICAR, UGC']","Bhubaneswar,Orissa",https://collegedunia.com/university/25757-centurion-university-of-technology-and-management-cutm-bhubaneswar
176,Uttaranchal University,"₹ 200,000",JEE MAIN, 7.8 ,(131 Reviews),"['AICTE, ICAR, UGC']","Bhubaneswar,Orissa",https://collegedunia.com/university/25757-centurion-university-of-technology-and-management-cutm-bhubaneswar
177,OPJS University,"₹ 64,200",JEE MAIN, 7.8 ,(131 Reviews),"['AICTE, ICAR, UGC']","Bhubaneswar,Orissa",https://collegedunia.com/university/25757-centurion-university-of-technology-and-management-cutm-bhubaneswar
178,Adamas University,"₹ 190,000",WBJEE, 7.7 ,(141 Reviews),"['BCI, UGC']","Kolkata,WestBengal",https://collegedunia.com/university/55140-adamas-university-kolkata
179,Sanskriti University - [SU],"₹ 115,000",JEE MAIN, 7.6 ,(70 Reviews),"['NCTE, RCI, PCI, BCI, UGC']","Mathura,UttarPradesh",https://collegedunia.com/university/57227-sanskriti-university-su-mathura
180,Centurion University of Technology and Management - [CUTM],"₹ 125,000",AP EAPCET, 8.1 ,(11 Reviews),"['AICTE, UGC']","Vizianagaram,AndhraPradesh",https://collegedunia.com/university/59556-centurion-university-of-technology-and-management-cutm-vizianagaram
181,Centurion University of Technology and Management - [CUTM],"₹ 105,000",CUEE, 8.1 ,(27 Reviews),"['AICTE, UGC']","Paralkhemundi,Orissa",https://collegedunia.com/university/59596-centurion-university-of-technology-and-management-cutm-paralkhemundi
182,RKDF University,"₹ 90,000",JEE MAIN, 8.1 ,(27 Reviews),"['AICTE, UGC']","Paralkhemundi,Orissa",https://collegedunia.com/university/59596-centurion-university-of-technology-and-management-cutm-paralkhemundi
183,Banasthali Vidyapith,"₹ 139,000",JEE MAIN, 8.1 ,(27 Reviews),"['AICTE, UGC']","Paralkhemundi,Orissa",https://collegedunia.com/university/59596-centurion-university-of-technology-and-management-cutm-paralkhemundi
184,Amity University,"₹ 180,000",AMITY JEE, 8.1 ,(105 Reviews),"['AICTE, RCI, COA, BCI, UGC']","Jaipur,Rajasthan",https://collegedunia.com/university/25797-amity-university-jaipur
185,Shoolini University,"₹ 230,000",JEE MAIN, 8.5 ,(222 Reviews),"['BCI, UGC, NBA']","Solan,HimachalPradesh",https://collegedunia.com/university/25565-shoolini-university-solan
186,Sikkim Manipal University - [SMU],"₹ 320,000",JEE MAIN, 8.5 ,(222 Reviews),"['BCI, UGC, NBA']","Solan,HimachalPradesh",https://collegedunia.com/university/25565-shoolini-university-solan
187,Monad University,"₹ 151,000",JEE MAIN, 8.5 ,(222 Reviews),"['BCI, UGC, NBA']","Solan,HimachalPradesh",https://collegedunia.com/university/25565-shoolini-university-solan
188,BML Munjal University - [BMU],"₹ 252,000",JEE MAIN, 8.1 ,(72 Reviews),"['BCI, UGC']","Gurgaon,Haryana",https://collegedunia.com/university/55158-bml-munjal-university-bmu-gurgaon
189,CMR University - [CMRU],"₹ 225,000",CMRUAT, 7.6 ,(422 Reviews),"['AICTE, COA, UGC, AIU']","Bangalore,Karnataka",https://collegedunia.com/university/56100-cmr-university-cmru-bangalore
190,Acharya Institute of Technology - [AIT],"₹ 301,175",COMEDK UGET, 8.1 ,(221 Reviews),"['AICTE, NBA']","Bangalore,Karnataka",https://collegedunia.com/college/12715-acharya-institute-of-technology-ait-bangalore
191,Bangalore Institute of Technology - [BIT],"₹ 235,000",COMEDK UGET, 7.6 ,(177 Reviews),"['AICTE, NBA']","Bangalore,Karnataka",https://collegedunia.com/college/12989-bangalore-institute-of-technology-bit-bangalore
192,Poornima University - [PU],"₹ 127,500",JEE MAIN, 7.6 ,(177 Reviews),"['AICTE, NBA']","Bangalore,Karnataka",https://collegedunia.com/college/12989-bangalore-institute-of-technology-bit-bangalore
193,Graphic Era University - [GEU],"₹ 323,400",JEE MAIN, 8.4 ,(636 Reviews),"['AICTE, UGC, NBA, AIU']","Dehradun,Uttarakhand",https://collegedunia.com/university/25985-graphic-era-university-geu-dehradun
194,Chandigarh Group of Colleges - [CGC] Landran,"₹ 96,500",JEE MAIN, 8.1 ,(589 Reviews),"['NCTE, AICTE, PCI']","Mohali,Punjab",https://collegedunia.com/college/28064-chandigarh-group-of-colleges-cgc-landran-mohali
195,Mody University,"₹ 266,000",JEE MAIN, 8.7 ,(61 Reviews),"['AICTE, COA, BCI, UGC']","Sikar,Rajasthan",https://collegedunia.com/university/28802-mody-university-sikar
196,Brainware University,"₹ 449,600",JEE MAIN, 8.7 ,(61 Reviews),"['AICTE, COA, BCI, UGC']","Sikar,Rajasthan",https://collegedunia.com/university/28802-mody-university-sikar
197,Institute Technology & Management - [ITM],"₹ 77,000",JEE MAIN, 8.7 ,(61 Reviews),"['AICTE, COA, BCI, UGC']","Sikar,Rajasthan",https://collegedunia.com/university/28802-mody-university-sikar
198,Sandip University,"₹ 65,000",JEE MAIN, 8.7 ,(61 Reviews),"['AICTE, COA, BCI, UGC']","Sikar,Rajasthan",https://collegedunia.com/university/28802-mody-university-sikar
199,Garden City University - [GCU],--,COMEDK UGET, 7.9 ,(59 Reviews),"['AICTE, UGC']","Bangalore,Karnataka",https://collegedunia.com/university/1348-garden-city-university-gcu-bangalore
200,Amity University,"₹ 230,000",AMITY JEE, 7.7 ,(66 Reviews),"['AICTE, RCI, COA, PCI, INC']","Gurgaon,Haryana",https://collegedunia.com/university/25516-amity-university-gurgaon
201,Sri Sri University - [SSU],"₹ 160,000",JEE MAIN, 7.7 ,(66 Reviews),"['AICTE, RCI, COA, PCI, INC']","Gurgaon,Haryana",https://collegedunia.com/university/25516-amity-university-gurgaon
202,YBN University - [YBN],"₹ 69,600",JEE MAIN, 7.7 ,(66 Reviews),"['AICTE, RCI, COA, PCI, INC']","Gurgaon,Haryana",https://collegedunia.com/university/25516-amity-university-gurgaon
203,Madras Institute of Technology- [MIT],"₹ 52,160",TNEA, 8.1 ,(70 Reviews),"['AICTE, NBA']","Chennai,TamilNadu",https://collegedunia.com/college/14178-madras-institute-of-technology-mit-chennai
204,Malla Reddy Engineering College - [MREC],"₹ 103,000",TS EAMCET, 7.4 ,(507 Reviews),"['AICTE, NBA']","Hyderabad,Telangana",https://collegedunia.com/college/14241-malla-reddy-engineering-college-mrec-hyderabad
205,Malla Reddy College of Engineering - [MRCE],"₹ 92,000",TS EAMCET, 7.6 ,(52 Reviews),"['AICTE, UGC, NBA']","Secunderabad,Telangana",https://collegedunia.com/college/17403-malla-reddy-college-of-engineering-mrce-secunderabad
206,Indus University,"₹ 96,000",GUJCET, 7.9 ,(56 Reviews),"['AICTE, COA, UGC']","Ahmedabad,Gujarat",https://collegedunia.com/university/25496-indus-university-ahmedabad
207,Academy of Maritime Education and Training University - [AMET],--,JEE MAIN, 7.9 ,(56 Reviews),"['AICTE, COA, UGC']","Ahmedabad,Gujarat",https://collegedunia.com/university/25496-indus-university-ahmedabad
208,IFTM University,"₹ 107,000",JEE MAIN, 7.9 ,(56 Reviews),"['AICTE, COA, UGC']","Ahmedabad,Gujarat",https://collegedunia.com/university/25496-indus-university-ahmedabad
209,Shobhit University,"₹ 105,000",JEE MAIN, 8.3 ,(65 Reviews),"['NCTE, AICTE, BCI, UGC, AIU']","Meerut,UttarPradesh",https://collegedunia.com/university/25974-shobhit-university-meerut
210,Marwadi University - [MU],"₹ 92,000",GUJCET, 8.3 ,(138 Reviews),"['AICTE, PCI, UGC']","Rajkot,Gujarat",https://collegedunia.com/university/28764-marwadi-university-mu-rajkot
211,Glocal University,"₹ 95,000",JEE MAIN, 8.3 ,(138 Reviews),"['AICTE, PCI, UGC']","Rajkot,Gujarat",https://collegedunia.com/university/28764-marwadi-university-mu-rajkot
212,Indraprastha Institute of Technology and Management - [IITM],"₹ 125,000",JEE MAIN, 8.4 ,(138 Reviews),"['AICTE, PCI, UGC']","Rajkot,Gujarat",https://collegedunia.com/university/28764-marwadi-university-mu-rajkot
213,SAGE University,"₹ 150,000",JEE MAIN, 8.4 ,(138 Reviews),"['AICTE, PCI, UGC']","Rajkot,Gujarat",https://collegedunia.com/university/28764-marwadi-university-mu-rajkot
214,RIMT  University,"₹ 135,000",JEE MAIN, 8.4 ,(138 Reviews),"['AICTE, PCI, UGC']","Rajkot,Gujarat",https://collegedunia.com/university/28764-marwadi-university-mu-rajkot
215,MATS University,"₹ 72,000",JEE MAIN, 8.4 ,(138 Reviews),"['AICTE, PCI, UGC']","Rajkot,Gujarat",https://collegedunia.com/university/28764-marwadi-university-mu-rajkot
216,AMC Engineering College - [AMC],"₹ 160,500",JEE MAIN, 7.3 ,(90 Reviews),"['AICTE, NBA']","Bangalore,Karnataka",https://collegedunia.com/college/12679-amc-engineering-college-amc-bangalore
217,Aditya Engineering College - [AEC],"₹ 72,000",AP EAPCET, 8 ,(300 Reviews),"['AICTE, NBA']","EastGodavari,AndhraPradesh",https://collegedunia.com/college/12733-aditya-engineering-college-aec-east-godavari
218,Chennai Institute of Technology - [CIT],"₹ 55,000",TNEA, 8.2 ,(90 Reviews),"['AICTE, NBA']","Chennai,TamilNadu",https://collegedunia.com/college/13210-chennai-institute-of-technology-cit-chennai
219,Maharaja Agrasen Institute of Technology - [MAIT],"₹ 143,200",IPU CET, 7.5 ,(365 Reviews),"['AICTE, NBA']","NewDelhi,DelhiNCR",https://collegedunia.com/college/14191-maharaja-agrasen-institute-of-technology-mait-new-delhi
220,Maharaja Surajmal Institute of Technology - [MSIT],"₹ 135,300",IPU CET, 7.4 ,(212 Reviews),"['AICTE, NBA']","NewDelhi,DelhiNCR",https://collegedunia.com/college/14199-maharaja-surajmal-institute-of-technology-msit-new-delhi
221,Panimalar Engineering College,"₹ 60,000",TNEA, 8.2 ,(120 Reviews),"['AICTE, UGC, NBA']","Chennai,TamilNadu",https://collegedunia.com/college/24339-panimalar-engineering-college-chennai
222,Suresh Gyan Vihar University - [SGVU],"₹ 120,000",GVSAT, 7.1 ,(90 Reviews),"['NCTE, AICTE, PCI, UGC, NBA']","Jaipur,Rajasthan",https://collegedunia.com/university/25849-suresh-gyan-vihar-university-sgvu-jaipur
223,Ponnaiyah Ramajayam Institute of Science and Technology University - [PRIST University],"₹ 51,000",CUET, 7.2 ,(27 Reviews),"['NCTE, AICTE, COA, PCI, BCI']","Thanjavur,TamilNadu",https://collegedunia.com/university/25893-ponnaiyah-ramajayam-institute-of-science-and-technology-university-prist-university-thanjavur
224,Invertis University,"₹ 100,000",JEE MAIN, 7.2 ,(27 Reviews),"['NCTE, AICTE, COA, PCI, BCI']","Thanjavur,TamilNadu",https://collegedunia.com/university/25893-ponnaiyah-ramajayam-institute-of-science-and-technology-university-prist-university-thanjavur
225,Acropolis Institute of Technology & Research - [AITR],"₹ 73,600",JEE MAIN, 7.8 ,(196 Reviews),"['AICTE, NBA']","Indore,MadhyaPradesh",https://collegedunia.com/college/56354-acropolis-institute-of-technology-and-research-aitr-indore
226,Quantum University,"₹ 125,000",Q CARE, 7.3 ,(126 Reviews),"['PCI, BCI, UGC']","Roorkee,Uttarakhand",https://collegedunia.com/university/59283-quantum-university-roorkee
227,SAGE University,"₹ 50,000",JEE MAIN, 7.3 ,(126 Reviews),"['PCI, BCI, UGC']","Roorkee,Uttarakhand",https://collegedunia.com/university/59283-quantum-university-roorkee
228,Model Institute of Engineering and Technology - [MIET],"₹ 91,850",JEE MAIN, 7.8 ,(66 Reviews),"['AICTE, UGC, NBA']","Jammu,JammuandKashmir",https://collegedunia.com/college/14346-model-institute-of-engineering-and-technology-miet-jammu
229,RVR and JC College of Engineering,"₹ 73,400",AP EAPCET, 8.2 ,(232 Reviews),['AICTE'],"Guntur,AndhraPradesh",https://collegedunia.com/college/14677-rvr-and-jc-college-of-engineering-guntur
230,Rabindranath Tagore University - [RNTU],"₹ 45,000",JEE MAIN, 8.2 ,(232 Reviews),['AICTE'],"Guntur,AndhraPradesh",https://collegedunia.com/college/14677-rvr-and-jc-college-of-engineering-guntur
231,CMJ University,"₹ 50,000",JEE MAIN, 8.2 ,(232 Reviews),['AICTE'],"Guntur,AndhraPradesh",https://collegedunia.com/college/14677-rvr-and-jc-college-of-engineering-guntur
232,Mangalayatan University - [MU],"₹ 130,000",JEE MAIN, 8.2 ,(232 Reviews),['AICTE'],"Guntur,AndhraPradesh",https://collegedunia.com/college/14677-rvr-and-jc-college-of-engineering-guntur
233,Navrachana University - [NUV],"₹ 114,000",JEE MAIN, 7.7 ,(46 Reviews),"['UGC, AIU']","Vadodara,Gujarat",https://collegedunia.com/university/25501-navrachana-university-nuv-vadodara
234,Amity University,"₹ 159,000",AMITY JEE, 7.8 ,(32 Reviews),['UGC'],"Patna,Bihar",https://collegedunia.com/university/15588-amity-university-patna
235,Guru Kashi University,"₹ 92,680",JEE MAIN, 7.8 ,(32 Reviews),['UGC'],"Patna,Bihar",https://collegedunia.com/university/15588-amity-university-patna
236,GLS University,"₹ 100,000",GUJCET, 8.1 ,(176 Reviews),['UGC'],"Ahmedabad,Gujarat",https://collegedunia.com/university/55864-gls-university-ahmedabad
237,Rama University,"₹ 100,000",RUET, 7 ,(72 Reviews),"['DCI, AICTE, INC, MCI, BCI']","Kanpur,UttarPradesh",https://collegedunia.com/university/56477-rama-university-kanpur
238,Karnavati University - [KU],"₹ 100,000",JEE MAIN, 8.5 ,(75 Reviews),"['AICTE, BCI, UGC']","Gandhinagar,Gujarat",https://collegedunia.com/university/59251-karnavati-university-ku-gandhinagar
239,Sister Nivedita University - [SNU],"₹ 182,000",WBJEE, 8.4 ,(62 Reviews),"['AICTE, PCI, INC, BCI, UGC']","Kolkata,WestBengal",https://collegedunia.com/university/59341-sister-nivedita-university-snu-kolkata
240,Noida Institute of Engineering and Technology - [NIET],"₹ 159,300",JEE MAIN, 7.8 ,(533 Reviews),"['AICTE, NBA']","GreaterNoida,UttarPradesh",https://collegedunia.com/college/9743-noida-institute-of-engineering-and-technology-niet-greater-noida
241,ABES Engineering College,"₹ 136,600",JEE MAIN, 8 ,(432 Reviews),"['AICTE, UGC']","Ghaziabad,UttarPradesh",https://collegedunia.com/college/12665-abes-engineering-college-ghaziabad
242,Asansol Engineering College - [AEC],"₹ 133,794",WBJEE, 7.8 ,(269 Reviews),['AICTE'],"Asansol,WestBengal",https://collegedunia.com/college/12891-asansol-engineering-college-aec-asansol
243,Bharati Vidyapeeth's College of Engineering - [BVCOE],"₹ 130,200",IPU CET, 7.5 ,(126 Reviews),['AICTE'],"NewDelhi,DelhiNCR",https://collegedunia.com/college/13059-bharati-vidyapeeths-college-of-engineering-bvcoe-new-delhi
244,Gudlavalleru Engineering College - [GEC],"₹ 65,000",AP EAPCET, 8.2 ,(110 Reviews),"['AICTE, NBA']","Krishna,AndhraPradesh",https://collegedunia.com/college/13642-gudlavalleru-engineering-college-gec-krishna
245,Harcourt Butler Technological University - [HBTU],"₹ 135,000",JEE MAIN, 8.2 ,(110 Reviews),"['AICTE, NBA']","Krishna,AndhraPradesh",https://collegedunia.com/college/13642-gudlavalleru-engineering-college-gec-krishna
246,Jaypee University of Engineering and Technology - [JUET],"₹ 189,450",JEE MAIN, 8.2 ,(110 Reviews),"['AICTE, NBA']","Krishna,AndhraPradesh",https://collegedunia.com/college/13642-gudlavalleru-engineering-college-gec-krishna
247,MVJ College of Engineering - [MVJCE],"₹ 103,806",KCET, 7.2 ,(203 Reviews),"['AICTE, UGC']","Bangalore,Karnataka",https://collegedunia.com/college/14164-mvj-college-of-engineering-mvjce-bangalore
248,Sri Venkateswara College of Engineering - [SVCE],"₹ 80,000",AP EAPCET, 8.3 ,(83 Reviews),['AICTE'],"Tirupati,AndhraPradesh",https://collegedunia.com/college/15284-sri-venkateswara-college-of-engineering-svce-tirupati
